Chave,Titulo,Data Criacao,Data Mudanca,Status Antigo,Status Novo,Autor
BF3E4-235,vw_rda,2026-02-25T12:01:15.152-0300,2026-03-19T16:28:52.208-0300,To Do,In progress,artur.mariano
BF3E4-235,vw_rda,2026-02-25T12:01:15.152-0300,2026-03-19T10:29:30.764-0300,Open,To Do,artur.mariano
BF3E4-234,Views Analíticas,2026-02-25T12:01:13.012-0300,2026-03-25T14:19:22.388-0300,In Test,Done,ana.santos22
BF3E4-234,Views Analíticas,2026-02-25T12:01:13.012-0300,2026-03-23T14:30:39.100-0300,Waiting Test,In Test,ana.santos22
BF3E4-234,Views Analíticas,2026-02-25T12:01:13.012-0300,2026-03-19T16:38:41.188-0300,In progress,Waiting Test,artur.mariano
BF3E4-234,Views Analíticas,2026-02-25T12:01:13.012-0300,2026-03-19T16:28:56.400-0300,Waiting Test,In progress,artur.mariano
BF3E4-234,Views Analíticas,2026-02-25T12:01:13.012-0300,2026-03-19T16:28:53.965-0300,To Do,Waiting Test,artur.mariano
BF3E4-234,Views Analíticas,2026-02-25T12:01:13.012-0300,2026-03-19T10:29:28.895-0300,Open,To Do,artur.mariano
BF3E4-233,Tratativa.tb_rda | Carga via Cloud Function - Tabela RDA - Carga: DELETE/INSERT,2026-02-25T12:01:10.815-0300,2026-03-26T10:56:19.078-0300,Waiting Test,In Test,ana.santos22
BF3E4-233,Tratativa.tb_rda | Carga via Cloud Function - Tabela RDA - Carga: DELETE/INSERT,2026-02-25T12:01:10.815-0300,2026-03-25T13:53:02.702-0300,In Test,Waiting Test,ana.santos22
BF3E4-233,Tratativa.tb_rda | Carga via Cloud Function - Tabela RDA - Carga: DELETE/INSERT,2026-02-25T12:01:10.815-0300,2026-03-20T09:14:05.821-0300,Waiting Test,In Test,ana.santos22
