Chave,Titulo,Data Criacao,Data Mudanca,Status Antigo,Status Novo,Autor
BF3E4-1634,[CLIENTE - 7] Assunto: Dados Públicos CNPJ - Target & Views (Parte 2) - TAMANHO: G,2026-03-09T11:54:27.797-0300,2026-03-17T18:17:03.281-0300,WAITING REFINEMENT,IN REFINEMENT,willian.santos
BF3E4-1634,[CLIENTE - 7] Assunto: Dados Públicos CNPJ - Target & Views (Parte 2) - TAMANHO: G,2026-03-09T11:54:27.797-0300,2026-03-17T18:17:00.261-0300,Open,WAITING REFINEMENT,willian.santos
BF3E4-1619,[CLIENTE - 6] Assunto: Dados Públicos CNPJ - Staging (Parte 1) - TAMANHO: M,2026-03-09T11:53:47.277-0300,2026-03-20T09:39:46.512-0300,IN REFINEMENT,Refined,willian.santos
BF3E4-1619,[CLIENTE - 6] Assunto: Dados Públicos CNPJ - Staging (Parte 1) - TAMANHO: M,2026-03-09T11:53:47.277-0300,2026-03-20T09:39:43.620-0300,WAITING REFINEMENT,IN REFINEMENT,willian.santos
BF3E4-1619,[CLIENTE - 6] Assunto: Dados Públicos CNPJ - Staging (Parte 1) - TAMANHO: M,2026-03-09T11:53:47.277-0300,2026-03-20T09:39:40.564-0300,Open,WAITING REFINEMENT,willian.santos
BF3E4-1604,[CLIENTE - 5] Assunto: Marketing Cloud - Target & Views (Parte 3) - TAMANHO: G,2026-03-09T11:53:15.872-0300,2026-03-17T18:13:53.192-0300,IN REFINEMENT,Refined,willian.santos
BF3E4-1604,[CLIENTE - 5] Assunto: Marketing Cloud - Target & Views (Parte 3) - TAMANHO: G,2026-03-09T11:53:15.872-0300,2026-03-17T18:13:49.415-0300,WAITING REFINEMENT,IN REFINEMENT,willian.santos
BF3E4-1604,[CLIENTE - 5] Assunto: Marketing Cloud - Target & Views (Parte 3) - TAMANHO: G,2026-03-09T11:53:15.872-0300,2026-03-17T18:13:44.975-0300,Open,WAITING REFINEMENT,willian.santos
BF3E4-1589,[CLIENTE - 4] Assunto: Campanhas Marketing Cloud (Parte 2) - TAMANHO: G,2026-03-09T11:52:46.866-0300,2026-03-17T18:12:28.275-0300,IN REFINEMENT,Refined,willian.santos
BF3E4-1589,[CLIENTE - 4] Assunto: Campanhas Marketing Cloud (Parte 2) - TAMANHO: G,2026-03-09T11:52:46.866-0300,2026-03-17T18:12:26.373-0300,WAITING REFINEMENT,IN REFINEMENT,willian.santos
BF3E4-1589,[CLIENTE - 4] Assunto: Campanhas Marketing Cloud (Parte 2) - TAMANHO: G,2026-03-09T11:52:46.866-0300,2026-03-17T18:12:24.102-0300,Open,WAITING REFINEMENT,willian.santos
BF3E4-1574,[CLIENTE - 3] Assunto: Campanhas Marketing Cloud (Parte 1) - TAMANHO: G,2026-03-09T11:52:20.943-0300,2026-03-17T18:11:23.834-0300,IN REFINEMENT,Refined,willian.santos
